S	V	tags
6.738e-7	-1	NA
6.738250000000001e-7	-1	NA
6.7385e-7	-1	NA
6.738750000000001e-7	-1	NA
6.739e-7	-1	NA
6.739250000000001e-7	-1	NA
6.7395e-7	-1	NA
6.73975e-7	-1	NA
6.74e-7	-1	NA
6.74025e-7	-1	NA
6.7405e-7	-1	NA
6.74075e-7	-1	NA
6.741e-7	-1	NA
6.74125e-7	-1	NA
6.7415e-7	-1	NA
6.74175e-7	-1	NA
6.742e-7	-1	NA
6.74225e-7	-1	NA
6.7425e-7	-1	NA
6.74275e-7	-1	NA
6.743e-7	-1	NA
6.74325e-7	-1	NA
6.743500000000001e-7	-1	NA
6.74375e-7	-1	NA
6.744000000000001e-7	-1	NA
6.74425e-7	-1	NA
6.744500000000001e-7	-1	NA
6.74475e-7	-1	NA
6.745000000000001e-7	-1	NA
6.74525e-7	-1	NA
6.745500000000001e-7	-1	NA
6.74575e-7	-1	NA
6.746000000000001e-7	-1	NA
6.74625e-7	-1	NA
6.746500000000001e-7	-1	NA
6.74675e-7	-1	NA
6.747e-7	-1	NA
6.74725e-7	-1	NA
6.7475e-7	-1	NA
6.74775e-7	-1	NA
6.748e-7	-1	NA
6.74825e-7	-1	NA
6.7485e-7	-1	NA
6.74875e-7	-1	NA
6.749e-7	-1	NA
6.74925e-7	-1	NA
6.7495e-7	-1	NA
6.74975e-7	-1	NA
6.75e-7	-1	NA
6.75025e-7	-1	NA
6.7505e-7	-1	2T - 4T
6.750750000000001e-7	1	NA
6.751e-7	1	NA
6.751250000000001e-7	1	NA
6.7515e-7	1	NA
6.751750000000001e-7	1	NA
6.752e-7	1	NA
6.752250000000001e-7	1	NA
6.7525e-7	1	NA
6.752750000000001e-7	1	NA
6.753e-7	1	NA
6.753250000000001e-7	1	NA
6.7535e-7	1	NA
6.753750000000001e-7	1	NA
6.754e-7	1	NA
6.75425e-7	1	NA
6.7545e-7	1	NA
6.75475e-7	1	NA
6.755e-7	1	NA
6.75525e-7	1	NA
6.7555e-7	1	NA
6.75575e-7	1	NA
6.756e-7	1	NA
6.75625e-7	1	NA
6.7565e-7	1	NA
6.75675e-7	1	NA
6.757e-7	1	NA
6.75725e-7	1	NA
6.7575e-7	1	NA
6.75775e-7	1	NA
6.758000000000001e-7	1	NA
6.75825e-7	1	NA
6.758500000000001e-7	1	NA
6.75875e-7	1	NA
6.759000000000001e-7	1	NA
6.75925e-7	1	NA
6.759500000000001e-7	1	NA
6.75975e-7	1	NA
6.760000000000001e-7	1	NA
6.76025e-7	1	NA
6.760500000000001e-7	1	NA
6.76075e-7	1	NA
6.761e-7	1	NA
6.76125e-7	1	NA
6.7615e-7	1	NA
6.76175e-7	1	NA
6.762e-7	1	NA
6.76225e-7	1	NA
6.7625e-7	1	NA
6.76275e-7	1	NA
6.763e-7	1	NA
6.76325e-7	1	NA
6.7635e-7	1	NA
6.76375e-7	1	NA
6.764e-7	1	NA
6.76425e-7	1	NA
6.7645e-7	1	NA
6.764750000000001e-7	1	NA
6.765e-7	1	NA
6.765250000000001e-7	1	NA
6.7655e-7	1	NA
6.765750000000001e-7	1	NA
6.766e-7	1	NA
6.766250000000001e-7	1	NA
6.7665e-7	1	NA
6.766750000000001e-7	1	NA
6.767e-7	1	NA
6.767250000000001e-7	1	NA
6.7675e-7	1	NA
6.767750000000001e-7	1	NA
6.768e-7	1	NA
6.76825e-7	1	NA
6.7685e-7	1	NA
6.76875e-7	1	NA
6.769e-7	1	NA
6.76925e-7	1	NA
6.7695e-7	1	NA
6.76975e-7	1	NA
6.77e-7	1	NA
6.77025e-7	1	NA
6.7705e-7	1	NA
6.77075e-7	1	NA
6.771e-7	1	NA
6.77125e-7	1	NA
6.7715e-7	1	NA
6.77175e-7	1	NA
6.772000000000001e-7	1	NA
6.77225e-7	1	NA
6.772500000000001e-7	1	NA
6.77275e-7	1	NA
6.773000000000001e-7	1	NA
6.77325e-7	1	NA
6.773500000000001e-7	1	NA
6.77375e-7	1	NA
6.774000000000001e-7	1	NA
6.77425e-7	1	NA
6.774500000000001e-7	1	NA
6.77475e-7	1	NA
6.775e-7	1	NA
6.77525e-7	1	NA
6.7755e-7	1	NA
6.77575e-7	1	NA
6.776e-7	1	NA
6.77625e-7	1	NA
6.7765e-7	1	NA
6.77675e-7	1	NA
6.777e-7	1	NA
6.77725e-7	1	NA
6.7775e-7	1	NA
6.77775e-7	1	NA
6.778e-7	1	NA
6.77825e-7	1	NA
6.7785e-7	1	NA
6.778750000000001e-7	1	NA
6.779e-7	1	NA
6.779250000000001e-7	1	NA
6.7795e-7	1	NA
6.779750000000001e-7	1	NA
6.78e-7	1	NA
6.780250000000001e-7	1	NA
6.7805e-7	1	NA
6.780750000000001e-7	1	NA
6.781e-7	1	NA
6.781250000000001e-7	1	NA
6.7815e-7	1	NA
6.781750000000001e-7	1	NA
6.782e-7	1	NA
6.78225e-7	1	NA
6.7825e-7	1	NA
6.78275e-7	1	NA
6.783e-7	1	NA
6.78325e-7	1	NA
6.7835e-7	1	NA
6.78375e-7	1	NA
6.784e-7	1	NA
6.78425e-7	1	NA
6.7845e-7	1	NA
6.78475e-7	1	NA
6.785e-7	1	NA
6.78525e-7	1	NA
6.7855e-7	1	NA
6.78575e-7	1	NA
6.786000000000001e-7	1	NA
6.78625e-7	1	NA
6.786500000000001e-7	1	NA
6.78675e-7	1	NA
6.787000000000001e-7	1	NA
6.78725e-7	1	NA
6.787500000000001e-7	1	NA
6.78775e-7	1	NA
6.788000000000001e-7	1	NA
6.78825e-7	1	NA
6.788500000000001e-7	1	NA
6.78875e-7	1	NA
6.789000000000001e-7	1	NA
6.78925e-7	1	NA
6.7895e-7	1	NA
6.78975e-7	1	NA
6.79e-7	1	NA
6.79025e-7	1	NA
6.7905e-7	1	4T - 1T
6.79075e-7	-1	NA
6.791e-7	-1	NA
6.79125e-7	-1	NA
6.7915e-7	-1	NA
6.79175e-7	-1	NA
6.792e-7	-1	NA
6.79225e-7	-1	NA
6.7925e-7	-1	NA
6.79275e-7	-1	NA
6.793e-7	-1	NA
6.793250000000001e-7	-1	NA
6.7935e-7	-1	NA
6.793750000000001e-7	-1	NA
6.794e-7	-1	NA
6.794250000000001e-7	-1	NA
6.7945e-7	-1	NA
6.794750000000001e-7	-1	NA
6.795e-7	-1	NA
6.795250000000001e-7	-1	NA
6.7955e-7	-1	NA
6.795750000000001e-7	-1	NA
6.796e-7	-1	NA
6.79625e-7	-1	NA
6.7965e-7	-1	NA
6.79675e-7	-1	NA
6.797e-7	-1	NA
6.79725e-7	-1	NA
6.7975e-7	-1	NA
6.79775e-7	-1	NA
6.798e-7	-1	NA
6.79825e-7	-1	NA
6.7985e-7	-1	NA
6.79875e-7	-1	NA
6.799e-7	-1	NA
6.79925e-7	-1	NA
6.7995e-7	-1	NA
6.79975e-7	-1	NA
6.800000000000001e-7	-1	NA
6.80025e-7	-1	NA
6.800500000000001e-7	-1	1T - 1T
6.80075e-7	1	NA
6.801000000000001e-7	1	NA
6.80125e-7	1	NA
6.801500000000001e-7	1	NA
6.80175e-7	1	NA
6.802000000000001e-7	1	NA
6.80225e-7	1	NA
6.802500000000001e-7	1	NA
6.80275e-7	1	NA
6.803000000000001e-7	1	NA
6.80325e-7	1	NA
6.8035e-7	1	NA
6.80375e-7	1	NA
6.804e-7	1	NA
6.80425e-7	1	NA
6.8045e-7	1	NA
6.80475e-7	1	NA
6.805e-7	1	NA
6.80525e-7	1	NA
6.8055e-7	1	NA
6.80575e-7	1	NA
6.806e-7	1	NA
6.80625e-7	1	NA
6.8065e-7	1	NA
6.80675e-7	1	NA
6.807e-7	1	NA
6.807250000000001e-7	1	NA
6.8075e-7	1	NA
6.807750000000001e-7	1	NA
6.808e-7	1	NA
6.808250000000001e-7	1	NA
6.8085e-7	1	NA
6.808750000000001e-7	1	NA
6.809e-7	1	NA
6.809250000000001e-7	1	NA
6.8095e-7	1	NA
6.809750000000001e-7	1	NA
6.81e-7	1	NA
6.81025e-7	1	NA
6.8105e-7	1	1T - 1T
6.81075e-7	-1	NA
6.811e-7	-1	NA
6.81125e-7	-1	NA
6.8115e-7	-1	NA
6.81175e-7	-1	NA
6.812e-7	-1	NA
6.81225e-7	-1	NA
6.8125e-7	-1	NA
6.81275e-7	-1	NA
6.813e-7	-1	NA
6.81325e-7	-1	NA
6.8135e-7	-1	NA
6.81375e-7	-1	NA
6.814000000000001e-7	-1	NA
6.81425e-7	-1	NA
6.814500000000001e-7	-1	NA
6.81475e-7	-1	NA
6.815000000000001e-7	-1	NA
6.81525e-7	-1	NA
6.815500000000001e-7	-1	NA
6.81575e-7	-1	NA
6.816000000000001e-7	-1	NA
6.81625e-7	-1	NA
6.816500000000001e-7	-1	NA
6.81675e-7	-1	NA
6.817000000000001e-7	-1	NA
6.81725e-7	-1	NA
6.8175e-7	-1	NA
6.81775e-7	-1	NA
6.818e-7	-1	NA
6.81825e-7	-1	NA
6.8185e-7	-1	NA
6.81875e-7	-1	NA
6.819e-7	-1	NA
6.81925e-7	-1	NA
6.8195e-7	-1	NA
6.81975e-7	-1	NA
6.82e-7	-1	NA
6.82025e-7	-1	NA
6.8205e-7	-1	1T - 3T
6.82075e-7	1	NA
6.821e-7	1	NA
6.821250000000001e-7	1	NA
6.8215e-7	1	NA
6.821750000000001e-7	1	NA
6.822e-7	1	NA
6.822250000000001e-7	1	NA
6.8225e-7	1	NA
6.822750000000001e-7	1	NA
6.823e-7	1	NA
6.823250000000001e-7	1	NA
6.8235e-7	1	NA
6.823750000000001e-7	1	NA
6.824e-7	1	NA
6.824250000000001e-7	1	NA
6.8245e-7	1	NA
6.82475e-7	1	NA
6.825e-7	1	NA
6.82525e-7	1	NA
6.8255e-7	1	NA
6.82575e-7	1	NA
6.826e-7	1	NA
6.82625e-7	1	NA
6.8265e-7	1	NA
6.82675e-7	1	NA
6.827e-7	1	NA
6.82725e-7	1	NA
6.8275e-7	1	NA
6.82775e-7	1	NA
6.828e-7	1	NA
6.82825e-7	1	NA
6.828500000000001e-7	1	NA
6.82875e-7	1	NA
6.829000000000001e-7	1	NA
6.82925e-7	1	NA
6.829500000000001e-7	1	NA
6.82975e-7	1	NA
6.830000000000001e-7	1	NA
6.83025e-7	1	NA
6.830500000000001e-7	1	NA
6.83075e-7	1	NA
6.831000000000001e-7	1	NA
6.83125e-7	1	NA
6.8315e-7	1	NA
6.83175e-7	1	NA
6.832e-7	1	NA
6.83225e-7	1	NA
6.8325e-7	1	NA
6.83275e-7	1	NA
6.833e-7	1	NA
6.83325e-7	1	NA
6.8335e-7	1	NA
6.83375e-7	1	NA
6.834e-7	1	NA
6.83425e-7	1	NA
6.8345e-7	1	NA
6.83475e-7	1	NA
6.835e-7	1	NA
6.835250000000001e-7	1	NA
6.8355e-7	1	NA
6.835750000000001e-7	1	NA
6.836e-7	1	NA
6.836250000000001e-7	1	NA
6.8365e-7	1	NA
6.836750000000001e-7	1	NA
6.837e-7	1	NA
6.837250000000001e-7	1	NA
6.8375e-7	1	NA
6.837750000000001e-7	1	NA
6.838e-7	1	NA
6.838250000000001e-7	1	NA
6.8385e-7	1	NA
6.83875e-7	1	NA
6.839e-7	1	NA
6.83925e-7	1	NA
6.8395e-7	1	NA
6.83975e-7	1	NA
6.84e-7	1	NA
6.84025e-7	1	NA
6.8405e-7	1	NA
6.84075e-7	1	NA
6.841e-7	1	NA
6.84125e-7	1	NA
6.8415e-7	1	NA
6.84175e-7	1	NA
6.842e-7	1	NA
6.84225e-7	1	NA
6.842500000000001e-7	1	NA
6.84275e-7	1	NA
6.843000000000001e-7	1	NA
6.84325e-7	1	NA
6.843500000000001e-7	1	NA
6.84375e-7	1	NA
6.844000000000001e-7	1	NA
6.84425e-7	1	NA
6.844500000000001e-7	1	NA
6.84475e-7	1	NA
6.845000000000001e-7	1	NA
6.84525e-7	1	NA
6.8455e-7	1	NA
6.84575e-7	1	NA
6.846e-7	1	NA
6.84625e-7	1	NA
6.8465e-7	1	NA
6.84675e-7	1	NA
6.847e-7	1	NA
6.84725e-7	1	NA
6.8475e-7	1	NA
6.84775e-7	1	NA
6.848e-7	1	NA
6.84825e-7	1	NA
6.8485e-7	1	NA
6.84875e-7	1	NA
6.849e-7	1	NA
6.849250000000001e-7	1	NA
6.8495e-7	1	NA
6.849750000000001e-7	1	NA
6.85e-7	1	NA
6.850250000000001e-7	1	NA
6.8505e-7	1	3T - 4T
6.850750000000001e-7	-1	NA
6.851e-7	-1	NA
6.851250000000001e-7	-1	NA
6.8515e-7	-1	NA
6.851750000000001e-7	-1	NA
6.852e-7	-1	NA
6.852250000000001e-7	-1	NA
6.8525e-7	-1	NA
6.85275e-7	-1	NA
6.853e-7	-1	NA
6.85325e-7	-1	NA
6.8535e-7	-1	NA
6.85375e-7	-1	NA
6.854e-7	-1	NA
6.85425e-7	-1	NA
6.8545e-7	-1	NA
6.85475e-7	-1	NA
6.855e-7	-1	NA
6.85525e-7	-1	NA
6.8555e-7	-1	NA
6.85575e-7	-1	NA
6.856e-7	-1	NA
6.85625e-7	-1	NA
6.856500000000001e-7	-1	NA
6.85675e-7	-1	NA
6.857000000000001e-7	-1	NA
6.85725e-7	-1	NA
6.857500000000001e-7	-1	NA
6.85775e-7	-1	NA
6.858000000000001e-7	-1	NA
6.85825e-7	-1	NA
6.858500000000001e-7	-1	NA
6.85875e-7	-1	NA
6.859000000000001e-7	-1	NA
6.85925e-7	-1	NA
6.859500000000001e-7	-1	NA
6.85975e-7	-1	NA
6.86e-7	-1	NA
6.86025e-7	-1	NA
6.8605e-7	-1	NA
6.86075e-7	-1	NA
6.861e-7	-1	NA
6.86125e-7	-1	NA
6.8615e-7	-1	NA
6.86175e-7	-1	NA
6.862e-7	-1	NA
6.86225e-7	-1	NA
6.8625e-7	-1	NA
6.86275e-7	-1	NA
6.863e-7	-1	NA
6.86325e-7	-1	NA
6.8635e-7	-1	NA
6.863750000000001e-7	-1	NA
6.864e-7	-1	NA
6.864250000000001e-7	-1	NA
6.8645e-7	-1	NA
6.864750000000001e-7	-1	NA
6.865e-7	-1	NA
6.865250000000001e-7	-1	NA
6.8655e-7	-1	NA
6.865750000000001e-7	-1	NA
6.866e-7	-1	NA
6.866250000000001e-7	-1	NA
6.8665e-7	-1	NA
6.86675e-7	-1	NA
6.867e-7	-1	NA
6.86725e-7	-1	NA
6.8675e-7	-1	NA
6.86775e-7	-1	NA
6.868e-7	-1	NA
6.86825e-7	-1	NA
6.8685e-7	-1	NA
6.86875e-7	-1	NA
6.869e-7	-1	NA
6.86925e-7	-1	NA
6.8695e-7	-1	NA
6.86975e-7	-1	NA
6.87e-7	-1	NA
6.87025e-7	-1	NA
6.870500000000001e-7	-1	NA
6.87075e-7	-1	NA
6.871000000000001e-7	-1	NA
6.87125e-7	-1	NA
6.871500000000001e-7	-1	NA
6.87175e-7	-1	NA
6.872000000000001e-7	-1	NA
6.87225e-7	-1	NA
6.872500000000001e-7	-1	NA
6.87275e-7	-1	NA
6.873000000000001e-7	-1	NA
6.87325e-7	-1	NA
6.873500000000001e-7	-1	NA
6.87375e-7	-1	NA
6.874e-7	-1	NA
6.87425e-7	-1	NA
6.8745e-7	-1	NA
6.87475e-7	-1	NA
6.875e-7	-1	NA
6.87525e-7	-1	NA
6.8755e-7	-1	NA
6.87575e-7	-1	NA
6.876e-7	-1	NA
6.87625e-7	-1	NA
6.8765e-7	-1	NA
6.87675e-7	-1	NA
6.877e-7	-1	NA
6.87725e-7	-1	NA
6.8775e-7	-1	NA
6.877750000000001e-7	-1	NA
6.878e-7	-1	NA
6.878250000000001e-7	-1	NA
6.8785e-7	-1	NA
6.878750000000001e-7	-1	NA
6.879e-7	-1	NA
6.879250000000001e-7	-1	NA
6.8795e-7	-1	NA
6.879750000000001e-7	-1	NA
6.88e-7	-1	NA
6.880250000000001e-7	-1	NA
6.8805e-7	-1	NA
6.88075e-7	-1	NA
6.881e-7	-1	NA
6.88125e-7	-1	NA
6.8815e-7	-1	NA
6.88175e-7	-1	NA
6.882e-7	-1	NA
6.88225e-7	-1	NA
6.8825e-7	-1	NA
6.88275e-7	-1	NA
6.883e-7	-1	NA
6.88325e-7	-1	NA
6.8835e-7	-1	NA
6.88375e-7	-1	NA
6.884e-7	-1	NA
6.88425e-7	-1	NA
6.884500000000001e-7	-1	NA
6.88475e-7	-1	NA
6.885000000000001e-7	-1	NA
6.88525e-7	-1	NA
6.885500000000001e-7	-1	NA
6.88575e-7	-1	NA
6.886000000000001e-7	-1	NA
6.88625e-7	-1	NA
6.886500000000001e-7	-1	NA
6.88675e-7	-1	NA
6.887000000000001e-7	-1	NA
6.88725e-7	-1	NA
6.887500000000001e-7	-1	NA
6.88775e-7	-1	NA
6.888e-7	-1	NA
6.88825e-7	-1	NA
6.8885e-7	-1	NA
6.88875e-7	-1	NA
6.889e-7	-1	NA
6.88925e-7	-1	NA
6.8895e-7	-1	NA
6.88975e-7	-1	NA
6.89e-7	-1	NA
6.89025e-7	-1	NA
6.8905e-7	-1	4T - 2T
6.89075e-7	1	NA
6.891e-7	1	NA
6.89125e-7	1	NA
6.8915e-7	1	NA
6.891750000000001e-7	1	NA
6.892e-7	1	NA
6.892250000000001e-7	1	NA
6.8925e-7	1	NA
6.892750000000001e-7	1	NA
6.893e-7	1	NA
6.893250000000001e-7	1	NA
6.8935e-7	1	NA
6.893750000000001e-7	1	NA
6.894e-7	1	NA
6.894250000000001e-7	1	NA
6.8945e-7	1	NA
6.894750000000001e-7	1	NA
6.895e-7	1	NA
6.89525e-7	1	NA
6.8955e-7	1	NA
6.89575e-7	1	NA
6.896e-7	1	NA
6.89625e-7	1	NA
6.8965e-7	1	NA
6.89675e-7	1	NA
6.897e-7	1	NA
6.89725e-7	1	NA
6.8975e-7	1	NA
6.89775e-7	1	NA
6.898e-7	1	NA
6.89825e-7	1	NA
6.8985000000000005e-07	1	NA
6.89875e-7	1	NA
6.899000000000001e-7	1	NA
6.89925e-7	1	NA
6.899500000000001e-7	1	NA
6.89975e-7	1	NA
6.900000000000001e-7	1	NA
6.90025e-7	1	NA
6.900500000000001e-7	1	NA
6.90075e-7	1	NA
6.901000000000001e-7	1	NA
6.90125e-7	1	NA
6.901500000000001e-7	1	NA
6.90175e-7	1	NA
6.902e-7	1	NA
6.90225e-7	1	NA
6.9025e-7	1	NA
6.90275e-7	1	NA
6.903e-7	1	NA
6.90325e-7	1	NA
6.9035e-7	1	NA
6.90375e-7	1	NA
6.904e-7	1	NA
6.90425e-7	1	NA
6.9045e-7	1	NA
6.90475e-7	1	NA
6.905e-7	1	NA
6.90525e-7	1	NA
6.9055e-7	1	NA
6.905750000000001e-7	1	NA
6.906e-7	1	NA
6.906250000000001e-7	1	NA
6.9065e-7	1	NA
6.906750000000001e-7	1	NA
6.907e-7	1	NA
6.907250000000001e-7	1	NA
6.9075e-7	1	NA
6.907750000000001e-7	1	NA
6.908e-7	1	NA
6.908250000000001e-7	1	NA
6.9085e-7	1	NA
6.908750000000001e-7	1	NA
6.909e-7	1	NA
6.90925e-7	1	NA
6.9095e-7	1	NA
6.90975e-7	1	NA
6.91e-7	1	NA
6.91025e-7	1	NA
6.9105e-7	1	2T - 1T
6.91075e-7	-1	NA
6.911e-7	-1	NA
6.91125e-7	-1	NA
6.9115e-7	-1	NA
6.91175e-7	-1	NA
6.912e-7	-1	NA
6.91225e-7	-1	NA
6.9125e-7	-1	NA
6.91275e-7	-1	NA
6.913000000000001e-7	-1	NA
6.91325e-7	-1	NA
6.913500000000001e-7	-1	NA
6.91375e-7	-1	NA
6.914000000000001e-7	-1	NA
6.91425e-7	-1	NA
6.914500000000001e-7	-1	NA
6.91475e-7	-1	NA
6.915000000000001e-7	-1	NA
6.91525e-7	-1	NA
6.915500000000001e-7	-1	NA
6.91575e-7	-1	NA
6.916e-7	-1	NA
6.91625e-7	-1	NA
6.9165e-7	-1	NA
6.91675e-7	-1	NA
6.917e-7	-1	NA
6.91725e-7	-1	NA
6.9175e-7	-1	NA
6.91775e-7	-1	NA
6.918e-7	-1	NA
6.91825e-7	-1	NA
6.9185e-7	-1	NA
6.91875e-7	-1	NA
6.919e-7	-1	NA
6.91925e-7	-1	NA
6.9195e-7	-1	NA
6.919750000000001e-7	-1	NA
6.92e-7	-1	NA
6.920250000000001e-7	-1	NA
6.9205e-7	-1	1T - 3T
6.920750000000001e-7	1	NA
6.921e-7	1	NA
6.921250000000001e-7	1	NA
6.9215e-7	1	NA
6.921750000000001e-7	1	NA
6.922e-7	1	NA
6.922250000000001e-7	1	NA
6.9225e-7	1	NA
6.922750000000001e-7	1	NA
6.923e-7	1	NA
6.92325e-7	1	NA
6.9235e-7	1	NA
6.92375e-7	1	NA
6.924e-7	1	NA
6.92425e-7	1	NA
6.9245e-7	1	NA
6.92475e-7	1	NA
6.925e-7	1	NA
6.92525e-7	1	NA
6.9255e-7	1	NA
6.92575e-7	1	NA
6.926e-7	1	NA
6.92625e-7	1	NA
6.9265e-7	1	NA
6.92675e-7	1	NA
6.927000000000001e-7	1	NA
6.92725e-7	1	NA
6.927500000000001e-7	1	NA
6.92775e-7	1	NA
6.928000000000001e-7	1	NA
6.92825e-7	1	NA
6.928500000000001e-7	1	NA
6.92875e-7	1	NA
6.929000000000001e-7	1	NA
6.92925e-7	1	NA
6.929500000000001e-7	1	NA
6.92975e-7	1	NA
6.930000000000001e-7	1	NA
6.93025e-7	1	NA
6.9305e-7	1	NA
6.93075e-7	1	NA
6.931e-7	1	NA
6.93125e-7	1	NA
6.9315e-7	1	NA
6.93175e-7	1	NA
6.932e-7	1	NA
6.93225e-7	1	NA
6.9325e-7	1	NA
6.93275e-7	1	NA
6.933e-7	1	NA
6.93325e-7	1	NA
6.9335e-7	1	NA
6.9337500000000005e-07	1	NA
6.934e-7	1	NA
6.934250000000001e-7	1	NA
6.9345e-7	1	NA
6.934750000000001e-7	1	NA
6.935e-7	1	NA
6.935250000000001e-7	1	NA
6.9355e-7	1	NA
6.935750000000001e-7	1	NA
6.936e-7	1	NA
6.936250000000001e-7	1	NA
6.9365e-7	1	NA
6.936750000000001e-7	1	NA
6.937e-7	1	NA
6.93725e-7	1	NA
6.9375e-7	1	NA
6.93775e-7	1	NA
6.938e-7	1	NA
6.93825e-7	1	NA
6.9385e-7	1	NA
6.93875e-7	1	NA
6.939e-7	1	NA
6.93925e-7	1	NA
6.9395e-7	1	NA
6.93975e-7	1	NA
6.94e-7	1	NA
6.94025e-7	1	NA
6.9405e-7	1	NA
6.94075e-7	1	NA
6.941000000000001e-7	1	NA
6.94125e-7	1	NA
6.941500000000001e-7	1	NA
6.94175e-7	1	NA
6.942000000000001e-7	1	NA
6.94225e-7	1	NA
6.942500000000001e-7	1	NA
6.94275e-7	1	NA
6.943000000000001e-7	1	NA
6.94325e-7	1	NA
6.943500000000001e-7	1	NA
6.94375e-7	1	NA
6.944000000000001e-7	1	NA
6.94425e-7	1	NA
6.9445e-7	1	NA
6.94475e-7	1	NA
6.945e-7	1	NA
6.94525e-7	1	NA
6.9455e-7	1	NA
6.94575e-7	1	NA
6.946e-7	1	NA
6.94625e-7	1	NA
6.9465e-7	1	NA
6.94675e-7	1	NA
6.947e-7	1	NA
6.94725e-7	1	NA
6.9475e-7	1	NA
6.94775e-7	1	NA
6.948e-7	1	NA
6.948250000000001e-7	1	NA
6.9485e-7	1	NA
6.948750000000001e-7	1	NA
6.949e-7	1	NA
6.949250000000001e-7	1	NA
6.9495e-7	1	NA
6.949750000000001e-7	1	NA
6.95e-7	1	NA
6.950250000000001e-7	1	NA
6.9505e-7	1	3T - 1T
6.950750000000001e-7	-1	NA
6.951e-7	-1	NA
6.95125e-7	-1	NA
6.9515e-7	-1	NA
6.95175e-7	-1	NA
6.952e-7	-1	NA
6.95225e-7	-1	NA
6.9525e-7	-1	NA
6.95275e-7	-1	NA
6.953e-7	-1	NA
6.95325e-7	-1	NA
6.9535e-7	-1	NA
6.95375e-7	-1	NA
6.954e-7	-1	NA
6.95425e-7	-1	NA
6.9545e-7	-1	NA
6.95475e-7	-1	NA
6.955000000000001e-7	-1	NA
6.95525e-7	-1	NA
6.955500000000001e-7	-1	NA
6.95575e-7	-1	NA
6.956000000000001e-7	-1	NA
6.95625e-7	-1	NA
6.956500000000001e-7	-1	NA
6.95675e-7	-1	NA
6.957000000000001e-7	-1	NA
6.95725e-7	-1	NA
6.957500000000001e-7	-1	NA
6.95775e-7	-1	NA
6.958000000000001e-7	-1	NA
6.95825e-7	-1	NA
6.9585e-7	-1	NA
6.95875e-7	-1	NA
6.959e-7	-1	NA
6.95925e-7	-1	NA
6.9595e-7	-1	NA
6.95975e-7	-1	NA
6.96e-7	-1	NA
6.96025e-7	-1	NA
6.9605e-7	-1	1T - 1T
6.96075e-7	1	NA
6.961e-7	1	NA
6.96125e-7	1	NA
6.9615e-7	1	NA
6.96175e-7	1	NA
6.962e-7	1	NA
6.962250000000001e-7	1	NA
6.9625e-7	1	NA
6.962750000000001e-7	1	NA
6.963e-7	1	NA
6.963250000000001e-7	1	NA
6.9635e-7	1	NA
6.963750000000001e-7	1	NA
6.964e-7	1	NA
6.964250000000001e-7	1	NA
6.9645e-7	1	NA
6.964750000000001e-7	1	NA
6.965e-7	1	NA
6.965250000000001e-7	1	NA
6.9655e-7	1	NA
6.96575e-7	1	NA
6.966e-7	1	NA
6.96625e-7	1	NA
6.9665e-7	1	NA
6.96675e-7	1	NA
6.967e-7	1	NA
6.96725e-7	1	NA
6.9675e-7	1	NA
6.96775e-7	1	NA
6.968e-7	1	NA
6.96825e-7	1	NA
6.9685e-7	1	NA
6.96875e-7	1	NA
6.969000000000001e-7	1	NA
6.96925e-7	1	NA
6.969500000000001e-7	1	NA
6.96975e-7	1	NA
6.970000000000001e-7	1	NA
6.97025e-7	1	NA
6.970500000000001e-7	1	1T - 2T
6.97075e-7	-1	NA
6.971000000000001e-7	-1	NA
6.97125e-7	-1	NA
6.971500000000001e-7	-1	NA
6.97175e-7	-1	NA
6.972000000000001e-7	-1	NA
6.97225e-7	-1	NA
6.9725e-7	-1	NA
6.97275e-7	-1	NA
6.973e-7	-1	NA
6.97325e-7	-1	NA
6.9735e-7	-1	NA
6.97375e-7	-1	NA
6.974e-7	-1	NA
6.97425e-7	-1	NA
6.9745e-7	-1	NA
6.97475e-7	-1	NA
6.975e-7	-1	NA
6.97525e-7	-1	NA
6.9755e-7	-1	NA
6.97575e-7	-1	NA
6.976e-7	-1	NA
6.976250000000001e-7	-1	NA
6.9765e-7	-1	NA
6.976750000000001e-7	-1	NA
6.977e-7	-1	NA
6.977250000000001e-7	-1	NA
6.9775e-7	-1	NA
6.977750000000001e-7	-1	NA
6.978e-7	-1	NA
6.978250000000001e-7	-1	NA
6.9785e-7	-1	NA
6.978750000000001e-7	-1	NA
6.979e-7	-1	NA
6.979250000000001e-7	-1	NA
6.9795e-7	-1	NA
6.97975e-7	-1	NA
6.98e-7	-1	NA
6.98025e-7	-1	NA
6.9805e-7	-1	NA
6.98075e-7	-1	NA
6.981e-7	-1	NA
6.98125e-7	-1	NA
6.9815e-7	-1	NA
6.98175e-7	-1	NA
6.982e-7	-1	NA
6.98225e-7	-1	NA
6.9825e-7	-1	NA
6.98275e-7	-1	NA
6.983e-7	-1	NA
6.98325e-7	-1	NA
6.983500000000001e-7	-1	NA
6.98375e-7	-1	NA
6.984000000000001e-7	-1	NA
6.98425e-7	-1	NA
6.984500000000001e-7	-1	NA
6.98475e-7	-1	NA
6.985000000000001e-7	-1	NA
6.98525e-7	-1	NA
6.985500000000001e-7	-1	NA
6.98575e-7	-1	NA
6.986000000000001e-7	-1	NA
6.98625e-7	-1	NA
6.9865e-7	-1	NA
6.98675e-7	-1	NA
6.987e-7	-1	NA
6.98725e-7	-1	NA
