S	pS
2.480594009469238e-7	0.10791985905767913
2.4905940094692384e-7	-1.1047138871314077
2.500594009469238e-7	0.03127809426392569
2.5105940094692383e-7	-0.0018125625215768067
2.520594009469238e-7	0.5942861625480218
2.530594009469238e-7	-0.44941627803531564
2.540594009469238e-7	-0.5173900251310598
2.6105940094692384e-7	-0.3591203746367122
2.670594009469238e-7	0.01359155467556958
2.6805940094692383e-7	0.21375265662071313
2.7305940094692384e-7	0.04225909710182666
2.7505940094692383e-7	-0.09997315042417304
2.790594009469238e-7	0.5941439213639805
2.8005940094692384e-7	-0.2883264986292646
2.810594009469238e-7	0.5945481357037452
2.8205940094692383e-7	-0.34259144628412747
2.850594009469238e-7	-0.15295085210351683
2.890594009469238e-7	-0.350155155947401
2.910594009469238e-7	-0.44751543297541563
2.9205940094692384e-7	0.047208937152316714
2.950594009469238e-7	-0.7236232516357896
2.960594009469238e-7	-0.6017857601816385
2.970594009469238e-7	-0.04563804329498693
2.9905940094692383e-7	0.7172334514456816
3.010594009469238e-7	0.3199826653080435
3.0405940094692384e-7	-0.37717159541960227
3.050594009469238e-7	0.007815358757919333
3.0605940094692383e-7	0.23184164999085305
3.070594009469238e-7	-0.45295161440968673
3.080594009469238e-7	-0.07899083014906635
3.100594009469238e-7	0.0018020818123435148
3.150594009469238e-7	-0.2530875972535127
3.160594009469238e-7	0.19273858965662247
3.170594009469238e-7	-0.36454720673306973
3.210594009469238e-7	0.05842034359272225
3.240594009469238e-7	0.15330905974287226
3.270594009469238e-7	-0.012440946602326997
3.280594009469238e-7	-0.774617290879365
3.3005940094692383e-7	-0.022594166163732967
3.310594009469238e-7	0.8729907320206174
3.330594009469238e-7	-0.34906297419515675
3.3505940094692384e-7	0.290896974532402
3.360594009469238e-7	0.43460702646543264
3.380594009469238e-7	0.02030184799247959
3.390594009469238e-7	-1.052075973671767
3.400594009469238e-7	-0.07167474146231848
3.410594009469238e-7	-0.4964649104965953
3.430594009469238e-7	-0.24165142543247642
3.4405940094692383e-07	-0.0080321469410715
3.480594009469238e-7	-0.29654085130407604
3.4905940094692383e-7	-0.02486568872321919
3.510594009469238e-7	0.056451482528311586
3.5405940094692384e-7	0.1280045872536077
3.5605940094692383e-7	0.08237622909215836
3.570594009469238e-7	-0.1799125161784807
3.580594009469238e-7	-0.1123055664832101
3.600594009469238e-7	0.17606603103890253
3.6105940094692383e-7	0.20534215117941057
3.620594009469238e-7	0.3242376336746218
3.650594009469238e-7	-0.6558877534146471
3.6605940094692384e-7	0.24842190208141518
3.690594009469238e-7	9.070965829396948e-5
3.710594009469238e-7	-0.20612459823501364
3.7305940094692383e-7	0.03199541724431868
3.750594009469238e-7	0.6490852723140106
3.760594009469238e-7	-1.1460515939693097
3.770594009469238e-7	0.02822877051867297
3.780594009469238e-7	0.3036130682997602
3.790594009469238e-7	-0.30534709022069845
3.8005940094692383e-7	-0.2863069743008172
3.810594009469238e-7	0.22850413556727478
3.880594009469238e-7	0.3402678314630829
3.940594009469238e-7	-0.18568630938129693
3.950594009469238e-7	0.04913365731814271
4.000594009469238e-7	-0.15413631727660482
4.070594009469238e-7	0.08252659591620215
4.130594009469238e-7	0.3206257851847021
4.140594009469238e-7	-0.7982073707480297
4.190594009469238e-7	0.7434992966950801
4.210594009469238e-7	-0.21595299887235594
4.250594009469238e-7	-0.19756092763750732
4.260594009469238e-7	0.2110200413002354
4.270594009469238e-7	-0.08604648203903843
4.2805940094692384e-7	-0.6607292906678309
4.310594009469238e-7	-0.10455321988266555
4.3505940094692383e-7	-8.016919088624881e-4
4.370594009469238e-7	0.7440139306733653
4.380594009469238e-7	-0.18715371116494442
4.410594009469238e-7	-0.11975049618689454
4.4205940094692383e-7	0.43708366906452484
4.430594009469238e-7	-0.23052009176943192
4.450594009469238e-7	0.10731601006367493
4.4705940094692384e-7	0.3441641044052073
4.500594009469238e-7	0.1837257153055119
4.510594009469238e-7	0.5996165484025106
4.520594009469238e-7	-0.29945257396471214
4.530594009469238e-7	0.17051293401749887
4.5405940094692383e-7	-0.14164829411831664
4.560594009469238e-7	0.13649320723797637
4.6105940094692383e-7	-0.28047112566434007
4.620594009469238e-7	-0.3775803110512673
4.630594009469238e-7	0.029261544556370336
4.670594009469238e-7	0.004082891929277702
4.700594009469238e-7	-1.1613106343808053
4.7305940094692383e-7	0.3598729747394133
4.740594009469238e-7	0.43751701858481795
4.760594009469238e-7	-0.12281214526738143
4.770594009469238e-7	-0.01437038341818022
4.790594009469238e-7	-0.2762798360171265
4.810594009469238e-7	0.3326581463337401
4.820594009469238e-7	-0.11114505034794613
4.840594009469238e-7	-0.11858277148361207
4.850594009469238e-7	-0.17637220840892348
4.860594009469237e-7	-0.28462205027408966
4.870594009469237e-7	-0.5448007409701534
4.890594009469238e-7	-0.6861272187903253
4.900594009469237e-7	-0.5525664140988757
4.940594009469237e-7	-0.3163888419968787
4.950594009469238e-7	-0.07468915421525452
4.970594009469237e-7	-0.14231572103476484
5.000594009469237e-7	-0.0672148936664308
5.020594009469238e-7	0.20107604004147156
5.030594009469238e-7	-0.13888590082518262
5.040594009469237e-7	-0.05442915695602846
5.060594009469238e-7	-0.17905051716490003
5.070594009469237e-7	0.07074689918961595
5.080594009469238e-7	0.011658401820297632
5.110594009469237e-7	-0.2242845443787715
5.120594009469238e-7	-0.47949380447576423
5.150594009469238e-7	0.1583682681581162
5.170594009469237e-7	0.12860161715593046
5.190594009469238e-7	0.38559118708920914
5.210594009469237e-7	0.4154179509608703
5.220594009469238e-7	-0.20033401535687514
5.230594009469238e-7	0.2516000029455565
5.240594009469237e-7	0.5058884177384471
5.250594009469237e-7	-0.0322352688111356
5.260594009469238e-7	0.2184472156580982
5.270594009469238e-7	0.19885745270014488
5.340594009469238e-7	-0.31775106272314707
5.400594009469238e-7	-0.3084308469669878
5.410594009469238e-7	-0.17265452267578835
5.460594009469238e-7	-0.49979628848410806
5.480594009469237e-7	-0.0745987718822551
5.520594009469237e-7	-0.8162589182738792
5.530594009469238e-7	0.1881030578042327
5.540594009469238e-7	-0.37825465113299367
5.550594009469237e-7	-0.20258112917967858
5.580594009469238e-7	-0.50305786073943215
5.620594009469237e-7	-0.3479349462732825
5.640594009469238e-7	0.06223814565560753
5.650594009469238e-7	0.24444787220294714
5.680594009469238e-7	-0.2174406991123701
5.690594009469237e-7	0.11287001356915084
5.700594009469238e-7	0.10103376034679734
5.720594009469238e-7	-0.4231418976584242
5.740594009469238e-7	-0.14562360312241415
5.770594009469238e-7	-0.5825736378105539
5.780594009469238e-7	0.3367707757898509
5.790594009469237e-7	0.20426901427477107
5.800594009469237e-7	-0.28624333052156153
5.810594009469238e-7	0.09898943214079722
5.830594009469237e-7	-0.15872865230156916
5.880594009469238e-7	0.4846751045906023
5.890594009469238e-7	0.08343707808983203
5.900594009469237e-7	0.5614600942383465
5.940594009469237e-7	0.08170197567249043
5.970594009469237e-7	-0.1114596977827418
6.000594009469237e-7	-0.5677812598251946
6.010594009469238e-7	-0.3574610851621608
6.030594009469238e-7	-0.08491898086577826
6.040594009469237e-7	-0.02246991839471114
6.060594009469238e-7	-0.21151580063159872
6.080594009469238e-7	-0.9222908315775934
6.090594009469238e-7	0.5028957438214045
6.110594009469237e-7	-0.02314707242576737
6.120594009469238e-7	-1.0935240961777226
6.130594009469238e-7	-0.4475594418956792
6.140594009469237e-7	-0.28383868371128274
6.160594009469238e-7	-0.35769704429494775
6.170594009469237e-7	-0.881273706540255
6.210594009469237e-7	-0.5907554795079651
6.220594009469238e-7	0.32351379028754035
6.240594009469237e-7	-0.10400960340154061
6.270594009469238e-7	-0.35980630932893704
6.290594009469238e-7	0.303578627198971
6.300594009469238e-7	0.6309313973847813
6.310594009469237e-7	-0.2113137740621953
6.330594009469238e-7	-0.3076082074039441
6.340594009469237e-7	0.09583445421732477
6.350594009469237e-7	-0.028792230440653245
6.380594009469237e-7	-0.13149043032820043
6.390594009469238e-7	-0.6879310281793043
6.420594009469237e-7	0.011312034166297589
6.440594009469238e-7	0.07366258977609347
6.460594009469238e-7	-0.2446907098785405
6.480594009469237e-7	0.20149103546952846
6.490594009469237e-7	-0.47803144899677913
6.500594009469238e-7	0.2101232067861495
6.510594009469238e-7	-0.05208458701632486
6.520594009469237e-7	-0.06589008839714593
6.530594009469238e-7	-0.15317961960894422
6.540594009469238e-7	-0.6421763491886343
6.610594009469238e-7	0.06315274419760282
6.670594009469238e-7	0.035269599914403246
6.680594009469238e-7	-0.7275538412707391
6.730594009469237e-7	-0.19129558131012517
6.750594009469238e-7	-0.38265788584072524
6.790594009469237e-7	-0.04438150316377835
6.800594009469237e-7	-0.32288291866611774
6.810594009469238e-7	0.6222829920464514
6.820594009469238e-7	-0.24850959656711472
6.850594009469238e-7	-0.7223030981126324
6.890594009469238e-7	-0.7009739081047461
6.910594009469238e-7	-1.3706136701755567
6.920594009469238e-7	0.49778934492426796
6.950594009469238e-7	0.039107532350554725
6.960594009469237e-7	-0.27820364541077597
6.970594009469237e-7	0.21703757283936573
6.990594009469238e-7	-0.07697647245689937
7.010594009469238e-7	-1.0231179274260847
7.040594009469237e-7	-0.03870710250105882
7.050594009469238e-7	-0.12340872486581363
7.060594009469238e-7	-0.13919103120954118
7.070594009469237e-7	-0.2224598924735759
7.080594009469238e-7	-0.10195947863144507
7.100594009469237e-7	0.27820286942271716
7.150594009469238e-7	-0.4226492961188278
7.160594009469238e-7	-0.061147898314856584
7.170594009469237e-7	-1.0147824545984696
7.210594009469237e-7	0.11836161732207284
7.240594009469237e-7	0.4491622615894613
7.270594009469237e-7	-0.09516411086056005
7.280594009469237e-7	-0.5014677011177171
7.300594009469238e-7	-0.5969194674376591
7.310594009469237e-7	-0.07964285371842916
7.330594009469238e-7	0.19311760042516246
7.350594009469237e-7	-0.17376151935191742
7.360594009469238e-7	-0.6234678342268066
7.380594009469237e-7	-0.395226703871962
7.390594009469238e-7	0.35718292155398573
7.400594009469238e-7	0.09796628653836953
7.410594009469237e-7	0.5407050242209005
7.430594009469238e-7	0.4148261429107883
7.440594009469238e-7	-0.13915078803894243
7.480594009469237e-7	0.06606366514155435
7.490594009469237e-7	-0.03582963840561176
7.510594009469238e-7	-0.7441663636754652
7.540594009469238e-7	-0.15809715514631495
7.560594009469238e-7	-0.061465671407106744
7.570594009469238e-7	1.0607431891766357
7.580594009469237e-7	-0.4684281468887136
7.600594009469238e-7	0.26163832465818937
7.610594009469238e-7	0.3417900003853966
7.620594009469237e-7	-0.3953580382362579
7.650594009469237e-7	0.17140130820768892
7.660594009469237e-7	0.2170549182741805
7.690594009469237e-7	-0.39872704783297436
7.710594009469238e-7	0.01206453675433065
7.730594009469237e-7	-0.508823292774147
7.750594009469238e-7	-0.5530055040143921
7.760594009469237e-7	-0.35402262564003306
7.770594009469238e-7	0.8633418696514454
7.780594009469238e-7	0.4023026001670108
7.790594009469237e-7	-0.1355079358667522
7.800594009469238e-7	-0.5943613073406353
7.810594009469238e-7	-0.3061971047239271
7.880594009469238e-7	-0.058243804244701686
7.940594009469238e-7	0.05430017236700735
7.950594009469238e-7	0.149878235746308
8.000594009469237e-7	-0.030813435282468035
8.070594009469237e-7	0.4308338950143614
8.130594009469238e-7	0.7059201207895791
8.140594009469237e-7	-0.03809719272161922
8.190594009469238e-7	-0.7000864283813484
8.210594009469237e-7	-0.37451832188705214
8.250594009469238e-7	-0.6228718251050644
8.260594009469238e-7	-0.3008854400975177
8.270594009469237e-7	-0.42846100823383554
8.280594009469237e-7	-0.41463805808018017
8.310594009469237e-7	0.315375632726197
8.350594009469237e-7	-0.19830995463759957
8.370594009469238e-7	-0.7395981758657612
8.380594009469237e-7	0.5691877332583966
8.410594009469237e-7	-0.20701510260718692
8.420594009469238e-7	0.022493557919598707
8.430594009469238e-7	-0.059690082826589656
8.450594009469237e-7	-0.4968143998375829
8.470594009469238e-7	-0.3024541701033046
8.500594009469238e-7	0.21005070373047985
8.510594009469237e-7	0.0030104789731103193
8.520594009469237e-7	-0.5841793475807521
8.530594009469238e-7	-0.46897087552049116
8.540594009469238e-7	0.03606314103697254
8.560594009469238e-7	-0.8881948873970484
8.610594009469238e-7	-0.1577643101615596
8.620594009469237e-7	-0.39265674534713674
8.630594009469238e-7	0.4281923564880208
8.670594009469238e-7	0.1005726476805316
8.700594009469238e-7	-0.4839818576747021
8.730594009469238e-7	0.005522954983398722
8.740594009469238e-7	-0.48037965980172737
8.760594009469237e-7	-0.5387258017200833
8.770594009469238e-7	0.20727776233605366
8.790594009469237e-7	0.3062729346073762
8.810594009469238e-7	-0.6104276794181144
8.820594009469237e-7	-0.2709988394891219
8.840594009469238e-7	0.3755194245158187
8.850594009469238e-7	-0.5518303056217786
8.860594009469237e-7	0.16082526139277709
8.870594009469238e-7	0.0848907815507774
8.890594009469237e-7	-0.6817020482586004
8.900594009469237e-7	-0.6464673301138771
8.940594009469238e-7	0.25587207047212013
8.950594009469238e-7	-0.631597235796816
8.970594009469237e-7	-3.3549990364941653e-4
9.000594009469237e-7	-0.33449088359193374
9.020594009469238e-7	0.006928168349212621
9.030594009469237e-7	0.4564969580018736
9.040594009469238e-7	0.26348811163082003
9.060594009469238e-7	0.5298755167725664
9.070594009469237e-7	-0.04469427600878263
9.080594009469238e-7	0.38994584636323987
9.110594009469238e-7	0.5579303189529115
9.120594009469238e-7	-0.42642703288803324
9.150594009469238e-7	0.2363826435430877
9.170594009469237e-7	-0.4050491407091414
9.190594009469238e-7	-0.39629771138871167
9.210594009469237e-7	-0.6840083703196916
9.220594009469238e-7	0.17421514276462177
9.230594009469238e-7	-0.14420276962201994
9.240594009469237e-7	-0.11508824113323318
9.250594009469238e-7	-0.036962368577953125
9.260594009469238e-7	-0.4658846466026661
9.270594009469237e-7	-0.3696749952238277
9.340594009469237e-7	0.45185850817392015
9.400594009469238e-7	-0.4755704509903436
9.410594009469237e-7	-0.09061325842715454
9.460594009469238e-7	-0.20055219706804422
9.480594009469237e-7	0.3522462190374472
9.520594009469237e-7	-0.3128425567687523
9.530594009469238e-7	0.005026152054504827
9.540594009469238e-7	-0.1455010833006047
9.550594009469238e-7	-0.04240945990246396
9.580594009469238e-7	0.29230364183026986
9.620594009469237e-7	-0.367393311445348
9.640594009469237e-7	-0.14697690988570383
9.650594009469237e-7	-0.15995117357791275
9.680594009469237e-7	-1.1216705304881809
9.690594009469238e-7	-0.45788045799572197
9.700594009469237e-7	0.44544823736799893
9.720594009469238e-7	-0.059234920672657496
9.740594009469238e-7	-0.026610592052914335
9.770594009469238e-7	-0.09800972302317944
9.780594009469239e-7	0.2637115682396681
9.790594009469237e-7	0.2895384451757178
9.800594009469238e-7	0.05652968590395802
9.810594009469237e-7	-0.2380291402790367
9.830594009469238e-7	-0.266073209599028
9.880594009469238e-7	-0.06369833093030264
9.890594009469238e-7	0.024715234284204905
9.900594009469237e-7	0.044894107598182395
9.940594009469238e-7	-0.07201110295729392
9.970594009469238e-7	0.06139872478169196
1.0000594009469238e-6	-0.4371293982557647
1.0010594009469237e-6	0.5261078321668625
1.0030594009469238e-6	-0.45328352591119464
1.0040594009469237e-6	-0.379944086616017
1.0060594009469239e-6	-0.19142062507835916
1.0080594009469238e-6	-0.15861087078206668
1.0090594009469239e-6	-0.6932291999943804
1.0110594009469238e-6	-0.0013711837112788394
1.0120594009469237e-6	0.5964675427495305
1.0130594009469237e-6	-0.11320235774567615
1.0140594009469238e-6	-0.6214590050657468
1.0160594009469238e-6	-0.48222030358308804
1.0170594009469238e-6	-0.0023211193031632757
1.0210594009469237e-6	-0.2921531202638945
1.0220594009469238e-6	-0.3960935903185879
1.0240594009469237e-6	0.20103336779213832
1.0270594009469237e-6	-0.28524075627892825
1.0290594009469237e-6	-0.08504304239343081
1.0300594009469237e-6	0.2164306297928239
1.0310594009469238e-6	-0.02816278712853789
1.0330594009469238e-6	0.1824331445103095
1.0340594009469238e-6	0.00960452670594901
1.0350594009469237e-6	0.47715125079211246
1.0380594009469237e-6	-0.627655485602814
1.0390594009469238e-6	-0.2774344447328581
1.0420594009469238e-6	-0.5078624991727908
1.0440594009469237e-6	0.13608688553317846
1.0460594009469237e-6	-1.3131730003368267
1.0480594009469238e-6	-0.1541597596545739
1.0490594009469237e-6	0.13512722155613657
1.0500594009469238e-6	-0.20163705007947058
1.0510594009469238e-6	-0.09788520155663653
1.0520594009469237e-6	-0.5519555653834142
1.0530594009469238e-6	-0.07531593223232222
1.0540594009469239e-6	-0.40162438702713316
1.0610594009469237e-6	-0.4141922457935571
1.0670594009469238e-6	-0.5723728092271003
1.0680594009469239e-6	-0.17854973434582436
1.0730594009469238e-6	0.27260640796724367
1.0750594009469237e-6	0.4065768626735782
1.0790594009469238e-6	-0.9699658251039724
1.0800594009469237e-6	-0.09605080453738277
1.0810594009469238e-6	-0.008241902050843937
1.0820594009469238e-6	-0.7196372404233431
1.0850594009469239e-6	-0.7584329244653555
1.0890594009469237e-6	-0.2944370317390255
1.0910594009469237e-6	0.19909591142715916
1.0920594009469237e-6	-0.3118734313278104
1.0950594009469238e-6	0.28255164033545677
1.0960594009469238e-6	-0.5128788497855464
1.0970594009469237e-6	-0.3592975111429606
1.0990594009469239e-6	0.1925282129834854
1.1010594009469238e-6	0.14706518744770844
1.1040594009469238e-6	0.254153175818466
1.1050594009469237e-6	0.21104509415253503
1.1060594009469237e-6	-0.7962338142623551
1.1070594009469238e-6	0.2691097617285625
1.1080594009469237e-6	-0.4353486118575668
1.1100594009469238e-6	-0.38302476513869693
1.1150594009469238e-6	0.033311446405237054
1.1160594009469239e-6	0.4392523285781712
1.1170594009469237e-6	-0.3168856793364861
1.1210594009469238e-6	0.0733091853958841
1.1240594009469238e-6	0.3442712618551501
1.1270594009469238e-6	0.42190486850763914
1.1280594009469237e-6	-0.008725384221971956
1.1300594009469239e-6	-0.08626501108665544
1.1310594009469237e-6	-0.4890277165859995
1.1330594009469239e-6	-0.9643383594897724
1.1350594009469238e-6	-0.6396323421651261
1.1360594009469237e-6	-0.19576187200918657
1.1380594009469238e-6	-0.08000278639332126
1.1390594009469237e-6	-0.2519862186292854
1.1400594009469238e-6	-0.32533652387486867
1.1410594009469238e-6	0.11218844046132967
1.1430594009469238e-6	-0.856313597783856
1.1440594009469238e-6	-0.5942240756153232
1.1480594009469237e-6	-0.2138353490062822
1.1490594009469238e-6	0.2408235587232361
1.1510594009469237e-6	-0.7807760993084657
1.1540594009469237e-6	0.22977518791396867
1.1560594009469237e-6	0.3449581009668044
1.1570594009469238e-6	-0.16342155883061368
1.1580594009469238e-6	0.3076909583936053
1.1600594009469238e-6	-0.5947433379404509
1.1610594009469238e-6	-0.4000635348512722
1.1620594009469237e-6	0.10908113291685398
1.1650594009469237e-6	-0.04618025936595227
1.1660594009469238e-6	-0.30937706556654143
1.1690594009469238e-6	-0.2695501339460818
1.1710594009469238e-6	-0.41605432321425245
1.1730594009469237e-6	0.049071127546031386
1.1750594009469238e-6	0.4865543244758424
1.1760594009469237e-6	0.027402385111238735
1.1770594009469238e-6	-0.10509768604371572
1.1780594009469239e-6	-0.19636783980316877
1.1790594009469237e-6	0.2593443044801076
1.1800594009469238e-6	-0.2694615050771623
1.1810594009469237e-6	-0.27488413546658497
1.1880594009469238e-6	-0.3047157727423082
1.1940594009469238e-6	-0.4344309975606419
1.1950594009469239e-6	-0.25919573511291744
1.2000594009469238e-6	-0.24202780325203946
1.2070594009469237e-6	0.453426683796643
1.2130594009469237e-6	-0.2511634334824539
1.2140594009469238e-6	-0.2764956023079674
1.2190594009469238e-6	0.5337492407976623
1.2210594009469237e-6	-0.35275875179168803
1.2250594009469238e-6	-0.41409481540528276
1.2260594009469239e-6	0.12594829756596382
1.2270594009469237e-6	0.464186277357269
1.2280594009469238e-6	0.2128283612984772
1.2310594009469238e-6	-0.9602754795609065
1.2350594009469237e-6	0.5797285108919342
1.2370594009469238e-6	0.23577728688337693
1.2380594009469237e-6	-0.5718786226771013
1.2410594009469237e-6	-0.8335674732741108
1.2420594009469238e-6	-0.4200754300192586
1.2430594009469237e-6	-0.0325729895292936
1.2450594009469238e-6	-0.2824883790445164
1.2470594009469237e-6	-0.156362576407093
1.2500594009469238e-6	-0.7012320210666312
1.2510594009469238e-6	-0.3567491041009288
1.2520594009469237e-6	0.5864613860542784
1.2530594009469238e-6	-0.2895283881417768
1.2540594009469238e-6	0.24589912202120254
1.2560594009469238e-6	-0.33327501999455555
1.2610594009469237e-6	0.18627953022939547
1.2620594009469238e-6	-0.661349863321527
1.2630594009469237e-6	-0.5950075908324124
1.2670594009469238e-6	-0.3123280978615893
1.2700594009469238e-6	-0.6561545088125116
1.2730594009469238e-6	-0.39252139255265994
1.2740594009469237e-6	-0.4854135176325907
1.2760594009469238e-6	-0.15722444555993495
1.2770594009469237e-6	-0.288985746013239
1.2790594009469238e-6	-0.700612903297901
1.2810594009469238e-6	-1.0844323073138669
1.2820594009469238e-6	-0.4267873760562674
1.2840594009469238e-6	0.24185090084452185
1.2850594009469238e-6	-0.2616345424443216
1.2860594009469237e-6	-0.4689997424033336
1.2870594009469238e-6	0.1153815310557803
1.2890594009469237e-6	0.53776679366418
1.2900594009469238e-6	-0.6156621540379196
1.2940594009469237e-6	0.0935547138500634
1.2950594009469238e-6	0.09619783632801543
1.2970594009469237e-6	-0.49035231009704755
1.3000594009469237e-6	0.08804125188254192
1.3020594009469239e-6	-0.41261881030798997
1.3030594009469237e-6	0.12331632839434475
1.3040594009469238e-6	-0.008104074543732612
1.3060594009469237e-6	-0.0938355035780123
1.3070594009469238e-6	0.041905649364118315
1.3080594009469237e-6	-0.2245828933114752
1.3110594009469237e-6	-0.022386502907702895
1.3120594009469238e-6	0.1705079728396477
1.3150594009469238e-6	-0.482104773159522
1.3170594009469237e-6	0.36276853844663554
1.3190594009469239e-6	-0.07631901511824035
1.3210594009469238e-6	-0.28668651912363047
1.3220594009469237e-6	-0.15616049234532828
1.3230594009469237e-6	-0.2578352551452348
1.3240594009469238e-6	-0.3423143754013939
1.3250594009469237e-6	-0.9924326038651855
1.3260594009469238e-6	0.1674165293752411
1.3270594009469238e-6	-1.0447995643493124
1.3340594009469237e-6	-1.073142662769464
1.3400594009469237e-6	-0.05115690170941537
1.3410594009469238e-6	0.36481782200713536
1.3460594009469238e-6	0.07978336949635684
1.3480594009469237e-6	0.10422422884488064
1.3520594009469238e-6	-0.39637535646376676
1.3530594009469237e-6	-0.5073971000962955
1.3540594009469237e-6	-0.1887187610772733
1.3550594009469238e-6	-0.35474299338623405
1.3580594009469238e-6	0.016177100459508906
1.3620594009469237e-6	-0.16082957109641272
1.3640594009469239e-6	-0.23561035871232971
1.3650594009469237e-6	0.4901390955988394
1.3680594009469237e-6	0.40586108828117096
