i	S	V
152303	3.8080500000000003e-6	-1
152423	3.81105e-6	-1
152503	3.8130500000000003e-6	-1
152623	3.8160500000000005e-6	-1
152823	3.8210500000000005e-6	-1
152943	3.82405e-6	-1
153143	3.82905e-6	-1
153223	3.83105e-6	-1
153343	3.83405e-6	-1
153503	3.8380500000000005e-6	-1
153663	3.84205e-6	-1
153823	3.84605e-6	-1
153943	3.84905e-6	-1
154023	3.85105e-6	-1
154103	3.85305e-6	-1
154423	3.86105e-6	-1
154703	3.86805e-6	-1
154983	3.87505e-6	-1
155183	3.88005e-6	-1
155263	3.88205e-6	-1
155543	3.8890500000000005e-6	-1
155663	3.89205e-6	-1
155823	3.89605e-6	-1
155943	3.89905e-6	-1
156143	3.90405e-6	-1
156223	3.9060500000000005e-6	-1
156303	3.90805e-6	-1
156583	3.91505e-6	-1
156663	3.91705e-6	-1
156943	3.92405e-6	-1
157103	3.9280500000000004e-6	-1
157223	3.93105e-6	-1
157383	3.9350500000000006e-6	-1
157503	3.93805e-6	-1
157583	3.9400500000000005e-6	-1
157703	3.94305e-6	-1
157903	3.94805e-6	-1
158023	3.95105e-6	-1
158223	3.95605e-6	-1
158303	3.95805e-6	-1
158423	3.96105e-6	-1
158583	3.96505e-6	-1
158743	3.9690500000000006e-6	-1
158903	3.97305e-6	-1
159023	3.97605e-6	-1
159103	3.97805e-6	-1
159183	3.98005e-6	-1
159503	3.98805e-6	-1
159783	3.99505e-6	-1
