i	S	V
104203	2.6060500000000002e-6	1
104323	2.60905e-6	1
104443	2.6120500000000003e-6	1
104523	2.61405e-6	1
104643	2.61705e-6	1
104843	2.62205e-6	1
105043	2.62705e-6	1
105163	2.63005e-6	1
105283	2.63305e-6	1
105363	2.6350500000000003e-6	1
105523	2.63905e-6	1
105723	2.64405e-6	1
105883	2.64805e-6	1
105963	2.65005e-6	1
106043	2.6520500000000003e-6	1
106123	2.65405e-6	1
106643	2.66705e-6	1
106883	2.67305e-6	1
107123	2.67905e-6	1
107203	2.68105e-6	1
107363	2.6850500000000002e-6	1
107603	2.6910500000000003e-6	1
107763	2.69505e-6	1
107843	2.6970500000000003e-6	1
108003	2.70105e-6	1
108163	2.70505e-6	1
108243	2.70705e-6	1
108363	2.71005e-6	1
108603	2.71605e-6	1
108803	2.72105e-6	1
109043	2.72705e-6	1
109163	2.7300500000000002e-6	1
109283	2.73305e-6	1
109403	2.7360500000000003e-6	1
109523	2.73905e-6	1
109603	2.74105e-6	1
109723	2.74405e-6	1
109923	2.74905e-6	1
110123	2.75405e-6	1
110243	2.75705e-6	1
110363	2.76005e-6	1
110443	2.76205e-6	1
110603	2.76605e-6	1
110803	2.77105e-6	1
110963	2.7750500000000002e-6	1
111043	2.77705e-6	1
111123	2.77905e-6	1
111203	2.7810500000000002e-6	1
111723	2.79405e-6	1
111963	2.80005e-6	1
112483	2.81305e-6	1
112723	2.81905e-6	1
112963	2.82505e-6	1
113043	2.82705e-6	1
113203	2.83105e-6	1
113443	2.8370500000000002e-6	1
113603	2.84105e-6	1
113683	2.8430500000000002e-6	1
113843	2.84705e-6	1
114003	2.85105e-6	1
114083	2.85305e-6	1
114203	2.85605e-6	1
114443	2.86205e-6	1
114643	2.86705e-6	1
114883	2.87305e-6	1
115003	2.87605e-6	1
115123	2.87905e-6	1
115243	2.8820500000000002e-6	1
115363	2.88505e-6	1
115443	2.88705e-6	1
115563	2.89005e-6	1
115763	2.89505e-6	1
115963	2.9000500000000003e-6	1
116083	2.90305e-6	1
116203	2.90605e-6	1
116283	2.90805e-6	1
116443	2.91205e-6	1
116643	2.9170500000000003e-6	1
116803	2.92105e-6	1
116883	2.92305e-6	1
116963	2.92505e-6	1
117043	2.92705e-6	1
117563	2.94005e-6	1
117803	2.94605e-6	1
118043	2.95205e-6	1
118123	2.95405e-6	1
118283	2.95805e-6	1
118523	2.96405e-6	1
118683	2.96805e-6	1
118763	2.97005e-6	1
118923	2.97405e-6	1
119083	2.9780500000000002e-6	1
119163	2.98005e-6	1
119283	2.98305e-6	1
119523	2.98905e-6	1
119723	2.99405e-6	1
119963	3.00005e-6	1
120083	3.00305e-6	1
120203	3.0060500000000002e-6	1
120323	3.00905e-6	1
120443	3.0120500000000002e-6	1
120523	3.01405e-6	1
120643	3.01705e-6	1
120843	3.02205e-6	1
121043	3.02705e-6	1
121163	3.0300500000000003e-6	1
121283	3.03305e-6	1
121363	3.0350500000000003e-6	1
121523	3.03905e-6	1
121723	3.04405e-6	1
121883	3.04805e-6	1
121963	3.05005e-6	1
122043	3.0520500000000003e-6	1
122123	3.05405e-6	1
122643	3.06705e-6	1
122883	3.07305e-6	1
123123	3.07905e-6	1
123203	3.08105e-6	1
123363	3.0850500000000002e-6	1
123603	3.0910500000000002e-6	1
123763	3.09505e-6	1
123843	3.0970500000000003e-6	1
124003	3.10105e-6	1
124163	3.10505e-6	1
124243	3.10705e-6	1
124363	3.11005e-6	1
124603	3.11605e-6	1
124803	3.12105e-6	1
125043	3.12705e-6	1
125163	3.1300500000000002e-06	1
125283	3.13305e-6	1
125403	3.1360500000000002e-6	1
125523	3.13905e-6	1
125603	3.14105e-6	1
125723	3.14405e-6	1
125923	3.14905e-6	1
126123	3.1540500000000003e-6	1
126243	3.15705e-6	1
126363	3.16005e-6	1
126443	3.16205e-6	1
126603	3.16605e-6	1
126803	3.1710500000000003e-6	1
126963	3.17505e-6	1
127043	3.17705e-6	1
127123	3.17905e-6	1
127203	3.1810500000000002e-6	1
127723	3.19405e-6	1
127963	3.20005e-6	1
128483	3.21305e-6	1
128723	3.21905e-6	1
128963	3.22505e-6	1
129043	3.2270500000000003e-6	1
129203	3.23105e-6	1
129443	3.23705e-6	1
129603	3.24105e-6	1
129683	3.2430500000000002e-6	1
129843	3.24705e-6	1
130003	3.25105e-6	1
130083	3.25305e-6	1
130203	3.25605e-6	1
130443	3.26205e-6	1
130643	3.26705e-6	1
130883	3.27305e-6	1
131003	3.27605e-6	1
131123	3.27905e-6	1
131243	3.28205e-6	1
131363	3.28505e-6	1
131443	3.28705e-6	1
131563	3.29005e-6	1
131763	3.2950500000000003e-6	1
131963	3.3000500000000003e-6	1
132083	3.30305e-6	1
132203	3.3060500000000003e-6	1
132283	3.30805e-6	1
132443	3.31205e-6	1
132643	3.3170500000000003e-6	1
132803	3.32105e-6	1
132883	3.3230500000000003e-6	1
132963	3.32505e-6	1
133043	3.32705e-6	1
133563	3.3400500000000003e-6	1
133803	3.34605e-6	1
134043	3.35205e-6	1
134123	3.35405e-6	1
134283	3.35805e-6	1
134523	3.36405e-6	1
134683	3.3680500000000003e-6	1
134763	3.37005e-6	1
134923	3.3740500000000003e-6	1
135083	3.37805e-6	1
135163	3.38005e-6	1
135283	3.38305e-6	1
135523	3.38905e-6	1
135723	3.39405e-6	1
135963	3.40005e-6	1
136083	3.40305e-6	1
136203	3.40605e-6	1
136323	3.40905e-6	1
136443	3.4120500000000002e-6	1
136523	3.41405e-6	1
136643	3.41705e-6	1
136843	3.42205e-6	1
137043	3.42705e-6	1
137163	3.4300500000000003e-6	1
137283	3.43305e-6	1
137363	3.4350500000000003e-6	1
137523	3.43905e-6	1
137723	3.44405e-6	1
137883	3.44805e-6	1
137963	3.45005e-6	1
138043	3.4520500000000003e-6	1
138123	3.45405e-6	1
138643	3.46705e-6	1
138883	3.47305e-6	1
139123	3.47905e-6	1
139203	3.4810500000000003e-6	1
139363	3.48505e-6	1
139603	3.4910500000000002e-6	1
139763	3.49505e-6	1
139843	3.4970500000000003e-6	1
140003	3.50105e-6	1
140163	3.50505e-6	1
140243	3.50705e-6	1
140363	3.51005e-6	1
140603	3.51605e-6	1
140803	3.52105e-6	1
141043	3.52705e-6	1
141163	3.53005e-6	1
141283	3.53305e-6	1
141403	3.5360500000000002e-6	1
141523	3.53905e-6	1
141603	3.54105e-6	1
141723	3.54405e-6	1
141923	3.54905e-6	1
142123	3.5540500000000003e-6	1
142243	3.55705e-6	1
142363	3.5600500000000003e-6	1
142443	3.56205e-6	1
142603	3.56605e-6	1
142803	3.5710500000000003e-6	1
142963	3.57505e-6	1
143043	3.5770500000000003e-6	1
143123	3.57905e-6	1
143203	3.5810500000000002e-6	1
143723	3.59405e-6	1
143963	3.60005e-6	1
144483	3.61305e-6	1
144723	3.61905e-6	1
144963	3.62505e-6	1
145043	3.6270500000000003e-6	1
145203	3.63105e-6	1
145443	3.63705e-6	1
145603	3.64105e-6	1
145683	3.6430500000000002e-6	1
145843	3.64705e-6	1
146003	3.65105e-6	1
146083	3.65305e-6	1
146203	3.6560500000000003e-6	1
146443	3.66205e-6	1
146643	3.6670500000000003e-6	1
146883	3.67305e-6	1
147003	3.67605e-6	1
147123	3.67905e-6	1
147243	3.68205e-6	1
147363	3.68505e-6	1
147443	3.68705e-6	1
147563	3.69005e-6	1
147763	3.6950500000000003e-6	1
147963	3.7000500000000003e-6	1
148083	3.70305e-6	1
148203	3.7060500000000003e-6	1
148283	3.70805e-6	1
148443	3.7120500000000003e-6	1
148643	3.7170500000000003e-6	1
148803	3.72105e-6	1
148883	3.7230500000000003e-6	1
148963	3.72505e-6	1
149043	3.72705e-6	1
149563	3.7400500000000003e-6	1
149803	3.7460500000000003e-6	1
150043	3.75205e-6	1
150123	3.75405e-6	1
150283	3.75805e-6	1
150523	3.76405e-6	1
150683	3.7680500000000003e-6	1
150763	3.77005e-6	1
150923	3.7740500000000003e-6	1
151083	3.77805e-6	1
151163	3.7800500000000003e-6	1
151283	3.78305e-6	1
151523	3.78905e-6	1
151723	3.79405e-6	1
151963	3.80005e-6	1
152083	3.80305e-6	1
152203	3.80605e-6	1
152323	3.80905e-6	1
152443	3.81205e-6	1
152523	3.81405e-6	1
152643	3.81705e-6	1
152843	3.82205e-6	1
153043	3.82705e-6	1
153163	3.83005e-6	1
153283	3.8330500000000005e-6	1
153363	3.83505e-6	1
153523	3.83905e-6	1
153723	3.84405e-6	1
153883	3.84805e-6	1
153963	3.8500500000000005e-6	1
154043	3.85205e-6	1
154123	3.85405e-6	1
154643	3.8670500000000005e-6	1
154883	3.87305e-6	1
155123	3.87905e-6	1
155203	3.88105e-6	1
155363	3.88505e-6	1
155603	3.89105e-6	1
155763	3.89505e-6	1
155843	3.89705e-6	1
156003	3.9010500000000005e-6	1
156163	3.90505e-6	1
156243	3.90705e-6	1
156363	3.91005e-6	1
156603	3.91605e-6	1
156803	3.92105e-6	1
157043	3.92705e-6	1
157163	3.93005e-6	1
157283	3.93305e-6	1
157403	3.93605e-6	1
157523	3.93905e-6	1
157603	3.94105e-6	1
157723	3.94405e-6	1
157923	3.94905e-6	1
158123	3.95405e-6	1
158243	3.9570500000000005e-6	1
158363	3.96005e-6	1
158443	3.9620500000000005e-6	1
158603	3.96605e-6	1
158803	3.97105e-6	1
158963	3.97505e-6	1
159043	3.97705e-6	1
159123	3.9790500000000005e-6	1
159203	3.98105e-6	1
159723	3.99405e-6	1
