i	S	V
86703	2.16805e-6	1
86783	2.17005e-6	1
86943	2.17405e-6	1
87103	2.1780500000000003e-6	1
87183	2.18005e-6	1
87303	2.1830500000000002e-6	1
87543	2.1890500000000002e-6	1
87743	2.19405e-6	1
87983	2.2000500000000002e-6	1
88103	2.20305e-6	1
88223	2.2060500000000002e-6	1
88343	2.20905e-6	1
88463	2.2120500000000003e-6	1
88543	2.21405e-6	1
88663	2.2170500000000002e-6	1
88863	2.22205e-6	1
89063	2.22705e-6	1
89183	2.23005e-6	1
89303	2.23305e-6	1
89383	2.23505e-6	1
89543	2.23905e-6	1
89743	2.24405e-6	1
89903	2.24805e-6	1
89983	2.25005e-6	1
90063	2.25205e-6	1
90143	2.25405e-6	1
90663	2.26705e-6	1
90903	2.27305e-6	1
91143	2.2790500000000002e-6	1
91223	2.28105e-6	1
91383	2.2850500000000003e-6	1
91623	2.2910500000000003e-6	1
91783	2.29505e-6	1
91863	2.29705e-6	1
92023	2.30105e-6	1
92183	2.30505e-6	1
92263	2.3070500000000002e-6	1
92383	2.31005e-6	1
92623	2.31605e-6	1
92823	2.32105e-6	1
93063	2.32705e-6	1
93183	2.3300500000000002e-6	1
93303	2.33305e-6	1
93423	2.3360500000000003e-6	1
93543	2.33905e-6	1
93623	2.3410500000000002e-6	1
93743	2.34405e-6	1
93943	2.34905e-6	1
94143	2.35405e-6	1
94263	2.35705e-6	1
94383	2.36005e-6	1
94463	2.36205e-6	1
94623	2.36605e-6	1
94823	2.37105e-6	1
94983	2.3750500000000002e-6	1
95063	2.37705e-6	1
95143	2.37905e-6	1
95223	2.3810500000000003e-6	1
95743	2.39405e-6	1
95983	2.40005e-6	1
96503	2.41305e-6	1
96743	2.41905e-6	1
96983	2.42505e-6	1
97063	2.42705e-6	1
97223	2.4310500000000002e-6	1
97463	2.4370500000000002e-6	1
97623	2.44105e-6	1
97703	2.4430500000000003e-6	1
97863	2.44705e-6	1
98023	2.45105e-6	1
98103	2.45305e-6	1
98223	2.45605e-6	1
98463	2.46205e-6	1
98663	2.46705e-6	1
98903	2.47305e-6	1
99023	2.47605e-6	1
99143	2.47905e-6	1
99263	2.4820500000000002e-6	1
99383	2.48505e-6	1
99463	2.48705e-6	1
99583	2.49005e-6	1
99783	2.49505e-6	1
99983	2.50005e-6	1
100103	2.50305e-6	1
100223	2.50605e-6	1
100303	2.50805e-6	1
100463	2.51205e-6	1
100663	2.51705e-6	1
100823	2.52105e-6	1
100903	2.52305e-6	1
100983	2.52505e-6	1
101063	2.5270500000000002e-6	1
101583	2.54005e-6	1
101823	2.54605e-6	1
102063	2.55205e-6	1
102143	2.55405e-6	1
102303	2.55805e-6	1
102543	2.56405e-6	1
102703	2.56805e-6	1
102783	2.57005e-6	1
102943	2.57405e-6	1
103103	2.5780500000000002e-6	1
103183	2.58005e-6	1
103303	2.58305e-6	1
103543	2.5890500000000002e-6	1
103743	2.59405e-6	1
103983	2.60005e-6	1
104103	2.60305e-6	1
104223	2.6060500000000002e-6	1
104343	2.60905e-6	1
104463	2.6120500000000003e-6	1
104543	2.61405e-6	1
104663	2.61705e-6	1
104863	2.62205e-6	1
105063	2.62705e-6	1
105183	2.63005e-6	1
105303	2.63305e-6	1
105383	2.6350500000000003e-6	1
105543	2.63905e-6	1
105743	2.64405e-6	1
105903	2.64805e-6	1
105983	2.65005e-6	1
106063	2.6520500000000003e-6	1
106143	2.65405e-6	1
106663	2.66705e-6	1
106903	2.67305e-6	1
107143	2.67905e-6	1
107223	2.68105e-6	1
107383	2.6850500000000002e-6	1
107623	2.6910500000000003e-6	1
107783	2.69505e-6	1
107863	2.6970500000000003e-6	1
108023	2.70105e-6	1
