i	S	V
29563	7.400594989132103e-7	0
29683	7.430598157730667e-7	0
29883	7.480594670105889e-7	0
30003	7.510586567805601e-7	0
30203	7.560593394812524e-7	0
30283	7.580589325187769e-7	0
30403	7.610597427369241e-7	0
30563	7.65059572348232e-7	0
30723	7.690590022198759e-7	0
30883	7.730588921236309e-7	0
31003	7.760590469242981e-7	0
31083	7.780598032495239e-7	0
31163	7.800588065856165e-7	0
31483	7.880593427031195e-7	0
31763	7.950595508251595e-7	0
32243	8.070598317808187e-7	0
32523	8.14059362849731e-7	0
32803	8.210590264286018e-7	0
33003	8.260591000614837e-7	0
33083	8.280589863088656e-7	0
33363	8.350592026369691e-7	0
33483	8.38059970134657e-7	0
33643	8.420594234404817e-7	0
33763	8.450589041325239e-7	0
33963	8.500596109976275e-7	0
34043	8.520588167675761e-7	0
34123	8.540594370100648e-7	0
34403	8.610592431826136e-7	0
34483	8.630598291392803e-7	0
34763	8.700589169650661e-7	0
34923	8.74058920567264e-7	0
35043	8.770596082246861e-7	0
35203	8.810587905192444e-7	0
35323	8.840597764663483e-7	0
35403	8.860595617721851e-7	0
35523	8.890587192448755e-7	0
35723	8.940596568189943e-7	0
35843	8.970594006114238e-7	0
36043	9.020594078750921e-7	0
36123	9.040596644350354e-7	0
36243	9.070593562526477e-7	0
36403	9.110599588772428e-7	0
36563	9.150596373295673e-7	0
36723	9.190590046492124e-7	0
36843	9.220595751620666e-7	0
36923	9.240592858586826e-7	0
37003	9.260589350622772e-7	0
37323	9.340598528054319e-7	0
37603	9.410593103336653e-7	0
37883	9.480597531931428e-7	0
38083	9.530594059730758e-7	0
38163	9.55059358537464e-7	0
38443	9.620590335536123e-7	0
38563	9.650592409957502e-7	0
38723	9.690589430664658e-7	0
38843	9.720593417120032e-7	0
39043	9.770593029372008e-7	0
39123	9.79059690485369e-7	0
39203	9.810591629177834e-7	0
39483	9.880593372485928e-7	0
39563	9.900594458410313e-7	0
39843	9.970594623456486e-7	0
40003	1.0010599270547559e-6	0
40123	1.004059021002837e-6	0
40283	1.008059242336053e-6	0
40403	1.01105939957574e-6	0
40483	1.013059287744566e-6	0
40603	1.0160589187266202e-6	0
40803	1.0210591087938034e-6	0
40923	1.0240596019802915e-6	0
41123	1.0290593159038813e-6	0
41203	1.0310593727841367e-6	0
41323	1.0340594105514505e-6	0
41483	1.0380587732914381e-6	0
41643	1.0420588930844246e-6	0
41803	1.0460580877739233e-6	0
41923	1.0490595360741453e-06	0
42003	1.0510593030617223e-6	0
42083	1.0530593256309916e-6	0
42403	1.061058986754678e-6	0
42683	1.0680592223971895e-6	0
42963	1.0750598075237864e-6	0
43163	1.0800593048961192e-6	0
43243	1.0820586813096834e-6	0
43523	1.089059106509892e-6	0
43643	1.0920590890734924e-6	0
43803	1.096058888068074e-6	0
43923	1.0990595934751368e-6	0
44123	1.1040596551000996e-6	0
44203	1.1060586047131095e-6	0
44283	1.1080589655983118e-6	0
44563	1.1150594342583702e-6	0
44643	1.1170590840612444e-6	0
44923	1.1240597452181857e-6	0
45083	1.1280593922215395e-6	0
45203	1.1310589119192071e-6	0
45363	1.1350587613145816e-6	0
45483	1.1380593209441374e-6	0
45563	1.1400590756103999e-6	0
45683	1.143058544633326e-6	0
45883	1.1480591871115747e-6	0
46003	1.1510586201708244e-6	0
46203	1.1560597459050247e-6	0
46283	1.1580597086378822e-6	0
46403	1.161059000883389e-6	0
46563	1.1650593547666644e-6	0
46723	1.1690591313967899e-6	0
46883	1.1730594500180512e-6	0
47003	1.1760594283493088e-6	0
47083	1.178059204579084e-6	0
47163	1.1800591314854187e-6	0
47483	1.188059096231151e-6	0
47763	1.1950591417511888e-6	0
48243	1.2070598543736075e-6	0
48523	1.2140591244513215e-6	0
48803	1.221059048188172e-6	0
49003	1.2260595268952214e-6	0
49083	1.228059613775285e-6	0
49363	1.2350599806754346e-6	0
49483	1.238058829068301e-6	0
49643	1.2420589808714938e-6	0
49763	1.2450591184585448e-6	0
49963	1.2500586997149027e-6	0
50043	1.2520599874083098e-6	0
50123	1.2540596468460459e-6	0
50403	1.261059587226454e-6	0
50483	1.2630588059393328e-6	0
50763	1.270058744792415e-6	0
50923	1.274058915533406e-6	0
51043	1.2770591119611777e-6	0
51203	1.2810583165146164e-6	0
51323	1.2840596427978246e-6	0
51403	1.2860589319471813e-6	0
51523	1.2890599387137174e-6	0
51723	1.2940594945016375e-6	0
51843	1.2970589105946136e-6	0
52043	1.3020589883281135e-6	0
52123	1.3040593928428492e-6	0
52243	1.3070594428525732e-6	0
52403	1.3110593785604208e-6	0
52563	1.3150589188421506e-6	0
52723	1.3190593246279087e-6	0
