i	S	V
113003	2.8260500000000002e-6	-1
113083	2.82805e-6	-1
113363	2.83505e-6	-1
113483	2.8380500000000003e-6	-1
113643	2.84205e-6	-1
113763	2.84505e-6	-1
113963	2.85005e-6	-1
114043	2.85205e-6	-1
114123	2.8540500000000002e-6	-1
114403	2.86105e-6	-1
114483	2.86305e-6	-1
114763	2.87005e-6	-1
114923	2.87405e-6	-1
115043	2.8770500000000003e-6	-1
115203	2.88105e-6	-1
115323	2.88405e-6	-1
115403	2.88605e-6	-1
115523	2.8890500000000003e-6	-1
115723	2.8940500000000003e-6	-1
115843	2.89705e-6	-1
116043	2.90205e-6	-1
116123	2.90405e-6	-1
116243	2.90705e-6	-1
116403	2.9110500000000003e-6	-1
116563	2.91505e-6	-1
116723	2.91905e-6	-1
116843	2.9220500000000003e-6	-1
116923	2.92405e-6	-1
117003	2.92605e-6	-1
117323	2.9340500000000003e-6	-1
117603	2.94105e-6	-1
117883	2.94805e-6	-1
118083	2.95305e-6	-1
118163	2.95505e-6	-1
118443	2.9620500000000003e-6	-1
118563	2.96505e-6	-1
118723	2.96905e-6	-1
118843	2.97205e-6	-1
119043	2.97705e-6	-1
119123	2.9790500000000003e-6	-1
119203	2.98105e-6	-1
119483	2.98805e-6	-1
119563	2.9900500000000003e-6	-1
119843	2.99705e-6	-1
120003	3.0010500000000003e-6	-1
120123	3.00405e-6	-1
120283	3.00805e-6	-1
120403	3.01105e-6	-1
120483	3.0130500000000003e-6	-1
120603	3.01605e-6	-1
120803	3.02105e-6	-1
120923	3.0240500000000003e-6	-1
121123	3.0290500000000002e-6	-1
121203	3.03105e-6	-1
121323	3.03405e-6	-1
121483	3.03805e-6	-1
121643	3.04205e-6	-1
121803	3.0460500000000003e-6	-1
121923	3.04905e-6	-1
122003	3.05105e-6	-1
122083	3.05305e-6	-1
122403	3.06105e-6	-1
122683	3.0680500000000002e-6	-1
122963	3.0750500000000003e-6	-1
123163	3.0800500000000003e-6	-1
123243	3.08205e-6	-1
123523	3.08905e-6	-1
123643	3.0920500000000003e-6	-1
123803	3.09605e-6	-1
123923	3.09905e-6	-1
124123	3.10405e-6	-1
124203	3.10605e-6	-1
124283	3.1080500000000003e-6	-1
124563	3.11505e-6	-1
124643	3.11705e-6	-1
124923	3.12405e-6	-1
125083	3.12805e-6	-1
125203	3.1310500000000003e-6	-1
125363	3.13505e-6	-1
125483	3.13805e-6	-1
125563	3.14005e-6	-1
125683	3.14305e-6	-1
125883	3.1480500000000003e-6	-1
126003	3.15105e-6	-1
126203	3.15605e-6	-1
126283	3.15805e-6	-1
126403	3.16105e-6	-1
126563	3.1650500000000003e-6	-1
126723	3.16905e-6	-1
126883	3.17305e-6	-1
127003	3.1760500000000003e-6	-1
127083	3.17805e-6	-1
127163	3.18005e-6	-1
127483	3.18805e-6	-1
127763	3.19505e-6	-1
128243	3.20705e-6	-1
128523	3.21405e-6	-1
128803	3.2210500000000003e-6	-1
129003	3.2260500000000002e-6	-1
129083	3.22805e-6	-1
129363	3.23505e-6	-1
129483	3.2380500000000003e-6	-1
129643	3.24205e-6	-1
129763	3.24505e-6	-1
129963	3.25005e-6	-1
130043	3.25205e-6	-1
130123	3.25405e-6	-1
130403	3.2610500000000003e-6	-1
130483	3.26305e-6	-1
130763	3.27005e-6	-1
130923	3.27405e-6	-1
131043	3.2770500000000002e-6	-1
131203	3.28105e-6	-1
131323	3.28405e-6	-1
131403	3.28605e-6	-1
131523	3.2890500000000003e-6	-1
131723	3.2940500000000003e-6	-1
131843	3.29705e-6	-1
132043	3.30205e-6	-1
132123	3.30405e-6	-1
132243	3.30705e-6	-1
132403	3.3110500000000003e-6	-1
132563	3.31505e-6	-1
132723	3.31905e-6	-1
132843	3.3220500000000002e-6	-1
132923	3.32405e-6	-1
133003	3.32605e-6	-1
133323	3.3340500000000003e-6	-1
133603	3.34105e-6	-1
133883	3.34805e-6	-1
134083	3.35305e-6	-1
134163	3.35505e-6	-1
134443	3.3620500000000003e-6	-1
134563	3.36505e-6	-1
134723	3.36905e-6	-1
134843	3.37205e-6	-1
135043	3.37705e-6	-1
135123	3.3790500000000003e-6	-1
135203	3.38105e-6	-1
135483	3.38805e-6	-1
135563	3.3900500000000003e-6	-1
135843	3.39705e-6	-1
136003	3.4010500000000002e-6	-1
136123	3.40405e-6	-1
136283	3.40805e-6	-1
136403	3.41105e-6	-1
136483	3.4130500000000003e-6	-1
136603	3.41605e-6	-1
136803	3.42105e-6	-1
136923	3.4240500000000003e-6	-1
137123	3.4290500000000002e-6	-1
137203	3.43105e-6	-1
137323	3.43405e-6	-1
137483	3.43805e-6	-1
137643	3.44205e-6	-1
137803	3.4460500000000002e-6	-1
137923	3.44905e-6	-1
138003	3.45105e-6	-1
138083	3.45305e-6	-1
138403	3.46105e-6	-1
138683	3.46805e-6	-1
138963	3.4750500000000003e-6	-1
139163	3.4800500000000002e-6	-1
139243	3.48205e-6	-1
139523	3.48905e-6	-1
139643	3.4920500000000003e-6	-1
139803	3.49605e-6	-1
139923	3.49905e-6	-1
140123	3.50405e-6	-1
140203	3.50605e-6	-1
140283	3.5080500000000002e-6	-1
140563	3.5150500000000003e-6	-1
140643	3.51705e-6	-1
140923	3.52405e-6	-1
141083	3.52805e-6	-1
141203	3.5310500000000003e-6	-1
141363	3.53505e-6	-1
141483	3.53805e-6	-1
141563	3.54005e-6	-1
141683	3.5430500000000003e-6	-1
141883	3.5480500000000003e-6	-1
142003	3.55105e-6	-1
142203	3.55605e-6	-1
142283	3.55805e-6	-1
142403	3.56105e-6	-1
142563	3.5650500000000003e-6	-1
142723	3.56905e-6	-1
142883	3.57305e-6	-1
143003	3.5760500000000003e-6	-1
143083	3.57805e-6	-1
143163	3.58005e-6	-1
143483	3.5880500000000003e-6	-1
143763	3.59505e-6	-1
144243	3.60705e-6	-1
144523	3.61405e-6	-1
144803	3.6210500000000003e-6	-1
145003	3.62605e-6	-1
145083	3.62805e-6	-1
145363	3.63505e-6	-1
145483	3.6380500000000003e-6	-1
145643	3.64205e-6	-1
145763	3.64505e-6	-1
145963	3.6500500000000003e-6	-1
146043	3.65205e-6	-1
146123	3.65405e-6	-1
146403	3.6610500000000003e-6	-1
146483	3.66305e-6	-1
146763	3.67005e-6	-1
146923	3.67405e-6	-1
147043	3.6770500000000002e-6	-1
147203	3.68105e-6	-1
147323	3.6840500000000003e-6	-1
147403	3.68605e-6	-1
147523	3.6890500000000003e-6	-1
147723	3.6940500000000002e-6	-1
147843	3.69705e-6	-1
148043	3.70205e-6	-1
148123	3.70405e-6	-1
148243	3.70705e-6	-1
148403	3.7110500000000002e-6	-1
148563	3.71505e-6	-1
148723	3.71905e-6	-1
148843	3.7220500000000002e-6	-1
148923	3.72405e-6	-1
149003	3.72605e-6	-1
149323	3.7340500000000003e-6	-1
149603	3.74105e-6	-1
149883	3.74805e-6	-1
150083	3.75305e-6	-1
150163	3.75505e-6	-1
150443	3.7620500000000003e-6	-1
150563	3.76505e-6	-1
150723	3.76905e-6	-1
150843	3.77205e-6	-1
151043	3.77705e-6	-1
151123	3.7790500000000003e-6	-1
151203	3.78105e-6	-1
151483	3.78805e-6	-1
151563	3.7900500000000002e-6	-1
151843	3.7970500000000003e-6	-1
152003	3.8010500000000002e-6	-1
152123	3.80405e-6	-1
